"brims" barone, midway mobster|the capo of caps, the hitman of hats, the don of donning fashionable headwear.
grim draugr|she was a ragged shadow of her living form, but she had lost none of her deadly prowess.
grim feast|"hmmm~midnight snack."
grim flowering|"nothing in nature goes to waste, not even the rotting corpse of a good-for-nothing, blood-sucking vampire." ~halana of ulvenwald
grim guardian|occasionally the living wander to the rivers, but the wardens of athreos ensure that only the dead pass.
grim haruspex|"we all want to know what's going on in someone else's head. i simply open it up and look."
grim haruspex|"your enemies may be cowardly, my lord, but one should never call them gutless."
grim initiate|beneath each gleaming mineral shell rots a once-proud warrior of amonkhet.
grim lavamancer|"fools dig for water, corpses, or gold. the earth's real treasure is far deeper."
grim monolith|part prison, part home.
grim physician|the returned retain no memory of their identities, but sometimes they mindlessly attempt familiar tasks.
grim poppet|beware a scarecrow bearing gifts~especially sloshing vessels of acid.
grim return|the necromancer's touch strips away memory and loyalty, and only strength and malice remain.
grim roustabout|he'll point you to your death row seats.
grim strider|"as a child i saw something walking in the distance, far beyond the hekma~shadow-dark, and taller than the gods. even now, it passes through my dreams." ~pytamun, initiate of nef crop
grim tutor|as blood touched the empty page, it formed words that seared themselves into the wizard's mind.
grim tutor|nothing is sacred.
grim tutor|one who goes unpunished never learns. ~greek proverb
grim tutor|you see a lock, i see an invitation.
grim wanderer|there is a stillness that walks with him, the quiet that follows great tragedy, when even the mourners are too exhausted to weep.
grimclaw bats|even on a world of metal, there are those who thirst for blood.
grimclimb pathway|"my mother wanted me to take over the family dry goods business, but no. i had to come here." ~yavotz, sea gate expeditionary house
grimdancer|most monsters are more frightening when they skitter unseen in the dark. most.
grime gorger|sometimes the trash throws you out.
grimlock, dinobot leader|"me grimlock no like you."
grimlock, ferocious king|"why you think grimlock stupid? me not stupid. grimlock smartest dinobot."
grindclock|pray you never hear it chime.
grindstone|"all attempts to halt the machine failed. we must find a way to repurpose it." ~consulate engineer's log
grindstone|"memory is a burden that wears at the soul as weather wears at stone." ~crovax
grindstone|memory is a burden that wears at the soul as weather wears at stone.
grinning demon|it's drawn to the scent of screaming.
grinning ignus|"take care what you offer the ignus. food, perhaps. coins. but nothing flammable!" ~stovic, village eccentric
grinning ignus|on rare occasions, a prismari student will summon an elemental that shows such promise that it's permitted to stay and enroll.
grip of amnesia|"would you abandon your past to save your future?" ~ambassador laquatus
grip of chaos|when the world is consumed by chaos, the skilled and the foolish are on equal footing.
grip of desolation|as the hand closed, there was first terror, then numbness, and finally nothingness.
grip of phyresis|"even your blade knows who will triumph here." ~atraxa, praetors' voice
griptide|"beware the seagrafs just off the shore. these waters are filled with hungry geists looking for an easy meal." ~captain eberhart
griptide|when the sea god thassa wishes to speak with a mortal, she does not issue a summons or grant a vision requesting a visit. the sea simply brings her guest before her.
griselbrand|"avacyn emerged from the broken helvault, but her freedom came at a price~him." ~thalia, knight-cathar
griselbrand|power over death was griselbrand's gift. liliana's formidable necromancy was now unparalleled.
grisly anglerfish|". . . it's that the lure of the sea is impossible to ignore."
grisly ritual|"you can always tell who's new from the screaming." ~tinua, skirsdag cultist
grisly salvage|to the golgari, anything buried is treasure.
grisly spectacle|"watch people flock to a murder scene. then tell me we're not all a little sick in the head." ~juri, proprietor of the juri revue
grisly survivor|no cartouches to earn. no afterlife to enter. only the glory of a well-struck blow and the growing pile of felled enemies at her feet.
gristle grinner|"there it was, clawing the ice as it chittered and clicked its teeth. we fled in horror before it unearthed its grisly meal." ~aevar borg, northern guide, journal entry
gristleback|loyal in battle, hearty in stew.
grixis battlemage|vitals of grixis who eschew undeath must scrape and scratch to retain their mortality. the result is a breed of inventive mages.
grixis charm|"so many choices. shall i choose loathing, hate, or malice today?" ~eliza of the keep
grixis illusionist|"it's simple, really. if they can't find us, they can't kill us."
grixis panorama|there is no height above grixis that is free from the stench of death.
grizzled angler|"there's no question that these waters are treacherous, but if there's one thing i've learned in all my years of sailing . . ."
grizzled leotau|"there is no glory in a death of age, as even the leotau know. as winter steals into their coats, they seek the deadliest lands, that they may die as they lived." ~aarsil the blessed
grizzled outcasts|seen as unsavory, the hunters were never allowed in town~until one night they vanished.
grizzled outrider|"sure, a horse might be faster. but i'd like to see a horse take the head clean off a troll in one swipe!"
grizzled wolverine|"before you release a wolverine from the trap, make sure it's really dead." ~lovisa coldeyes, balduvian chieftain
grizzly bears|"we cannot forget that among all of dominaria's wonders, a system of life exists, with prey and predators that will never fight wars nor vie for ancient power." ~jolrael, empress of beasts
grizzly bears|don't try to outrun one of dominaria's grizzlies; it'll catch you, knock you down, and eat you. of course, you could run up a tree. in that case you'll get a nice view before it knocks the tree down and eats you.
grizzly bears|don't try to outrun one of dominia's grizzlies; it'll catch you, knock you down, and eat you. of course, you could run up a tree. in that case you'll get a nice view before it knocks the tree down and eats you.
grizzly bears|don't worry about provoking grizzly bears; they come that way.
grizzly bears|they've got claws as long as your arm. and they're grouchy. really, really grouchy.
grizzly ghoul|the hunters spent the evening celebrating their kill and the rest of the night running from it.
groffskithur|it growls not to threaten, but to summon.
grollub|mogglings caught in a misdeed often blame the grollub. even though the creature is usually innocent, no taskmaster can resist an excuse to beat it.
grotag bug~catcher|"everybody grab a leg!"
grotag night~runner|naturally inquisitive and adaptable, goblins can turn their small stature to their advantage as rogues.
grotag siege~runner|"i don't think he's bringing in the mail . . . ." ~nundari, sea gate militia captain
grotag thrasher|the goblin fancied himself a rider. the lizard was happy with its new flail.
grotesque demise|"a debtor's soul has little value, except as a warning to others who might consider defaulting on their loans." ~ubea, orzhov ministrant
